"ID","factionId0","factionId1","factionLevel"
1054,462,460,0
1055,463,165,0
1056,464,378,0
1057,465,165,0
1058,466,165,10
1059,467,165,5
1060,469,165,0
1061,470,165,5
1062,471,165,10
1063,472,277,0
1064,473,165,5
1065,474,274,5
1066,469,164,5
1067,219,475,10
1068,476,207,0
1069,177,186,0
1070,477,165,0
1071,478,167,0
1072,479,167,0
1073,479,478,10
1074,480,167,8
1075,481,165,0
1078,482,165,5
1080,483,165,0
1081,442,378,10
1082,485,165,0
1083,486,165,5
1084,487,165,10
1085,489,165,0
1086,490,165,5
1087,491,165,10
1088,493,165,0
1089,494,165,5
1090,495,165,10
1091,497,165,0
1092,498,165,5
1093,499,165,10
1094,501,165,0
1095,502,165,5
1096,503,165,10
1097,505,165,0
1098,506,165,5
1099,507,165,10
1101,210,378,10
1102,505,170,0
1103,505,171,0
1104,506,378,5
1105,505,378,5
1106,508,166,10
1108,509,210,0
1109,510,165,0
1110,511,165,10
1111,513,165,0
1112,514,165,5
1113,515,165,10
1114,516,165,0
1115,516,495,0
1116,378,174,5
1117,183,274,0
1118,517,210,0
1119,519,165,0
1120,521,165,5
1121,522,165,0
1122,522,378,10
1123,521,378,5
1124,523,165,5
1125,523,519,0
1126,524,165,10
1127,524,520,0
1128,524,519,0
1129,524,523,5
1130,525,165,5
1131,469,469,10
1132,526,166,8
1133,526,167,8
1134,248,170,0
1135,379,522,5
1136,527,164,0
1137,527,165,0
1138,529,165,0
1139,530,165,5
1140,531,165,10
1142,532,165,10
1143,522,532,0
1144,533,166,0
1145,533,167,5
1146,534,166,5
1147,534,167,0
1148,535,263,0
1149,537,165,0
1150,538,165,5
1151,539,165,10
1152,541,165,0
1153,542,165,5
1154,543,165,10
1155,545,165,0
1156,546,165,5
1157,547,165,10
1158,549,165,0
1159,550,165,5
1160,551,165,10
1161,552,165,0
1162,554,165,0
1163,555,165,5
1164,556,165,10
1165,558,165,0
1166,559,165,5
1167,560,165,10
1168,562,165,0
1169,563,165,5
1170,564,165,10
1171,565,165,0
1172,567,165,0
1173,568,165,5
1174,569,165,10
1175,571,165,0
1176,572,165,5
1177,574,165,0
1178,575,165,5
1179,576,165,10
1180,577,171,5
1181,579,165,5
1182,578,165,0
1183,537,170,0
1184,537,171,0
1185,379,430,10
1186,584,340,0
1187,586,165,0
1188,587,165,5
1189,588,165,10
1190,589,210,0
1192,591,565,0
1194,592,164,0
1195,592,188,10
1196,593,165,0
1197,593,258,10
1198,594,225,0
1199,594,229,0
1200,594,167,10
1202,596,167,10
1203,596,595,0
1204,597,165,0
1205,598,165,10
1206,598,540,0
1207,438,167,10
1208,596,166,0
1211,602,601,5
1215,599,600,0
1216,599,603,0
1217,599,604,0
1218,599,605,0
1219,600,603,0
1220,600,604,0
1221,600,605,0
1222,603,604,0
1223,603,605,0
1224,604,605,0
1225,606,165,0
1227,608,166,10
1228,608,170,10
1229,608,167,0
1230,608,171,0
1231,609,166,5
1232,609,170,10
1233,610,166,10
1234,610,608,10
1235,610,609,10
1236,612,165,5
1238,613,166,0
1239,613,167,10
1240,614,165,5
1241,614,390,5
1242,615,166,0
1243,615,611,10
1244,615,613,5
1245,615,167,10
1246,615,170,0
1248,617,166,0
1249,617,167,0
1250,617,613,5
1251,617,615,0
1252,619,165,0
1255,623,165,0
1256,623,170,0
1257,623,171,0
1258,623,624,0
1259,623,612,0
1260,619,625,0
1261,608,617,0
1262,626,165,0
1263,627,626,5
1264,627,165,5
1266,628,629,0
1267,628,165,10
1268,629,165,0
1269,630,630,0
1270,630,165,5
1271,631,165,0
1273,632,165,5
1274,633,165,0
1276,634,165,0
1277,635,634,0
1291,646,165,0
1292,646,168,10
1293,647,167,0
1294,647,166,10
1295,648,165,5
1296,649,650,0
1297,649,165,8
1298,650,165,5
1299,651,165,0
1300,652,165,0
1301,652,651,0
1302,633,256,10
1305,631,348,0
1306,653,164,5
1307,653,165,5
1308,654,165,10
1309,654,170,10
1310,654,171,10
1311,654,168,0
1312,655,164,0
1313,655,165,0
1314,656,165,10
1315,656,655,0
1316,655,632,5
1321,659,165,10
1323,660,165,10
1324,660,661,0
1325,661,165,5
1326,662,165,0
1327,663,248,0
1328,663,165,10
1329,664,168,0
1330,664,171,0
1331,665,167,10
1332,665,463,0
1333,665,166,0
1334,667,165,10
1335,669,165,0
1336,670,165,0
1337,669,662,10
1338,671,166,10
1339,671,608,10
1340,165,684,0
1341,671,170,10
1342,671,167,0
1343,671,669,0
1344,671,662,0
1345,672,166,10
1346,672,616,5
1347,673,165,0
1348,674,616,0
1349,674,165,0
1350,674,673,0
1351,674,671,0
1352,673,671,0
1353,663,463,0
1354,671,615,0
1355,619,671,0
1356,619,672,5
1357,675,673,0
1358,675,671,0
1359,676,227,0
1360,676,165,10
1361,675,165,0
1362,323,340,0
1363,682,164,0
1364,682,165,0
1365,683,165,10
1366,683,164,0
1369,684,566,5
1370,685,165,0
1371,686,165,0
1372,686,374,6
1373,688,166,10
1374,689,688,0
1375,691,165,0
1376,692,165,5
1377,693,165,10
1378,694,166,10
1379,694,167,5
1380,696,165,0
1381,697,165,5
1382,698,165,10
1383,701,701,0
1384,702,195,0
1385,703,166,5
1386,703,170,10
1387,706,705,5
1388,707,166,5
1389,705,707,6
1391,708,170,6
1392,708,166,0
1393,170,267,0
1394,165,709,0
1396,712,167,0
1397,713,171,0
1398,189,409,0
1401,407,171,0
1402,267,203,0
1403,267,327,0
1404,714,165,0
1405,715,167,5
1408,717,165,0
1409,718,165,5
1410,719,165,10
1412,720,171,0
1413,720,170,0
1414,170,691,0
1415,721,690,5
1417,722,167,0
1419,724,165,0
1420,725,165,0
1421,725,256,0
1422,711,167,5
1423,727,167,5
1424,728,175,0
1425,728,165,5
1426,729,716,0
1427,729,175,0
1428,319,315,0
1429,729,165,10
1430,730,171,0
1431,731,730,0
1432,731,729,0
1433,730,170,0
1434,730,729,0
1435,730,165,0
1436,730,716,0
1437,730,181,0
1438,730,305,0
1439,730,728,0
1441,554,413,5
1442,699,189,0
1443,732,165,5
1444,700,463,10
1445,413,286,5
1446,481,722,10
1447,202,327,5
1448,733,167,5
1452,737,165,0
1453,738,165,0
1454,739,171,0
1455,498,497,5
1456,740,187,5
1457,740,165,0
1458,740,305,0
1459,741,187,6
1460,741,165,0
1461,740,171,0
1463,742,493,0
1464,740,170,0
1465,743,165,0
1466,493,537,5
1467,744,691,0
1468,744,165,6
1469,744,171,6
1470,744,170,6
1471,745,165,0
1472,745,171,0
1473,745,170,0
1474,746,165,0
1475,746,463,10
1476,715,267,0
1477,747,165,10
1478,748,167,10
1479,748,166,0
1480,748,267,0
1481,748,174,0
1482,749,165,0
1483,750,749,0
1484,752,751,5
1485,752,167,10
1487,189,367,0
1488,754,165,5
1489,755,165,5
1490,755,754,0
1491,278,166,0
1492,319,192,0
1499,757,165,5
1500,758,167,0
1501,759,167,0
1503,760,167,10
1504,761,167,0
1505,762,391,10
1506,171,291,0
1507,171,263,0
1509,171,310,0
1510,171,233,0
1511,763,165,0
1512,764,165,0
1513,765,165,0
1514,765,764,10
1515,766,170,0
1516,766,759,5
1517,767,766,0
1518,768,165,0
1519,769,165,0
1520,770,165,0
1521,771,165,0
1522,772,165,5
1524,766,267,0
1525,239,171,0
1526,774,165,5
1527,775,165,0
1528,775,774,0
1529,776,165,10
1530,776,164,5
1531,777,165,0
1532,777,287,0
1533,777,181,5
1534,777,185,0
1535,778,166,4
1536,778,167,4
1537,286,170,0
1538,779,165,0
1540,778,171,10
1541,778,170,10
1542,780,749,0
1543,780,586,0
1544,781,171,10
1545,781,170,10
1546,781,165,0
1547,782,170,10
1548,782,171,10
1549,782,165,0
1550,783,171,10
1551,783,170,0
1552,783,165,0
1553,784,256,10
1554,562,256,0
1555,784,165,0
1556,780,257,0
1557,786,166,0
1558,786,167,8
1559,787,167,0
1561,788,165,10
1562,788,781,0
1563,789,167,8
1564,789,166,0
1565,790,168,0
1566,791,166,10
1567,791,167,10
1568,791,562,0
1569,792,165,0
1570,793,168,0
1571,480,166,0
1572,794,165,5
1573,795,165,5
1574,797,165,0
1576,797,171,0
1577,799,165,0
1578,800,165,5
1579,801,165,10
1580,803,496,0
1581,803,188,0
1582,714,177,0
1583,804,171,0
1584,804,714,0
1585,804,165,0
1586,805,167,10
1587,805,166,10
1588,806,166,10
1589,806,167,10
1590,806,805,0
1591,807,165,0
1592,807,806,0
1593,808,165,0
1594,808,805,0
1595,809,165,0
1596,809,171,0
1597,810,248,0
1598,810,189,0
1599,810,245,0
1600,811,165,0
1601,811,760,0
1602,709,171,0
1603,813,812,0
1605,812,167,10
1606,812,166,0
1607,813,165,0
1608,813,797,10
1609,814,165,0
1610,814,170,0
1611,814,171,0
1612,816,168,0
1613,340,171,0
1614,340,170,0
1615,699,166,0
1616,233,376,0
1617,233,189,0
1618,790,174,5
1619,793,174,5
1620,817,165,5
1622,819,165,10
1623,820,165,5
1624,821,165,0
1625,823,165,10
1626,824,165,5
1627,825,165,0
1628,827,165,10
1629,828,165,5
1630,829,165,0
1631,831,165,10
1632,832,165,5
1633,833,165,0
1634,834,165,0
1635,834,828,5
1636,836,168,0
1637,836,174,5
1639,171,399,6
1640,399,167,0
1641,399,837,0
1642,837,170,6
1643,837,166,0
1645,818,818,10
1646,838,167,6
1648,839,174,0
1649,839,165,10
1650,840,165,0
1651,841,165,5
1653,845,165,0
1654,846,165,5
1655,847,165,10
1656,849,165,0
1657,850,165,5
1658,851,165,10
1659,843,165,10
1660,843,849,0
1661,843,845,0
1662,508,167,0
1663,852,170,10
1664,852,171,10
1665,852,165,0
1666,853,170,10
1667,853,171,10
1668,853,165,0
1669,854,171,10
1670,854,170,10
1671,854,165,0
1672,843,513,0
1673,843,245,0
1674,855,828,0
1675,855,829,0
1676,855,834,0
1677,855,832,0
1678,855,833,0
1679,855,165,10
1680,858,165,0
1681,859,165,5
1682,860,165,10
1683,861,613,10
1684,861,166,5
1685,862,166,10
1686,862,167,10
1687,862,709,2
1688,863,167,6
1689,864,167,6
1690,856,164,0
1691,856,165,0
1692,865,166,10
1693,866,167,10
1694,867,166,10
1695,867,167,10
1696,868,165,0
1697,868,363,0
1698,868,256,0
1699,868,390,10
1700,868,242,10
1701,870,165,10
1702,871,165,5
1703,872,165,0
1705,874,165,0
1708,875,165,0
1709,874,164,0
1710,875,164,0
1711,371,164,0
1712,371,370,10
1713,874,370,10
1714,875,370,10
1715,877,287,0
1720,880,167,0
1721,880,166,0
1722,882,165,0
1723,862,233,2
1724,862,390,2
1726,884,170,10
1727,884,171,10
1728,885,165,10
1729,885,868,0
1730,886,165,10
1731,886,390,0
1732,887,179,0
1733,887,536,0
1734,888,165,0
1735,889,165,10
1736,889,242,0
1737,890,167,10
1738,890,166,10
1739,890,171,0
1740,890,170,0
1741,891,171,10
1742,891,170,10
1743,891,167,0
1744,891,166,0
1745,891,890,0
1746,548,536,5
1747,892,170,0
1748,892,171,0
1749,892,166,0
1750,892,167,0
1751,892,890,0
1752,892,891,0
1753,893,165,0
1754,893,183,0
1755,758,170,10
1756,761,170,10
1757,884,167,10
1758,884,166,10
1759,895,896,5
1761,897,165,5
1762,897,890,5
1763,897,891,5
1764,898,167,0
1765,898,166,0
1767,899,891,10
1768,899,890,0
1769,899,892,5
1770,899,165,0
1771,900,891,10
1772,900,890,0
1773,900,892,5
1774,900,165,0
1775,900,170,10
1776,899,171,10
1777,901,165,0
1779,904,167,5
1780,905,167,5
1781,906,167,5
1782,907,167,5
1784,909,167,5
1785,910,167,5
1787,912,167,5
1788,913,167,5
1789,915,166,5
1790,916,166,5
1791,917,166,5
1792,918,166,5
1793,919,166,5
1794,920,166,5
1795,921,166,5
1796,922,166,5
1797,923,166,5
1798,924,166,5
1799,925,166,5
1800,926,165,5
1801,927,165,5
1802,928,165,5
1803,929,165,5
1808,934,167,5
1809,935,167,5
1810,936,167,5
1815,941,166,5
1816,942,166,5
1817,943,166,5
1819,945,821,0
1820,945,165,10
1821,260,166,0
1822,261,166,0
1823,733,166,0
1824,904,166,0
1825,905,166,0
1826,906,166,0
1827,907,166,0
1828,909,166,0
1829,910,166,0
1830,912,166,0
1831,913,166,0
1836,934,166,0
1837,935,166,0
1838,936,166,0
1839,609,167,0
1840,915,167,0
1841,916,167,0
1842,917,167,0
1843,918,167,0
1844,919,167,0
1845,920,167,0
1846,921,167,0
1847,922,167,0
1848,923,167,0
1849,924,167,0
1850,925,167,0
1855,941,167,0
1856,942,167,0
1857,943,167,0
1858,946,165,0
1863,948,167,6
1875,953,167,6
1876,955,165,0
1877,956,165,5
1878,957,165,10
1879,958,165,10
1880,959,165,0
1881,961,165,0
1882,962,165,5
1883,963,165,10
1884,260,903,5
1885,903,914,0
1886,261,903,5
1887,533,903,5
1888,733,903,5
1889,904,903,5
1890,905,903,5
1891,906,903,5
1892,907,903,5
1893,909,903,5
1894,910,903,5
1895,912,903,5
1896,913,903,5
1901,934,903,5
1902,935,903,5
1903,936,903,5
1904,609,914,5
1905,915,914,5
1906,916,914,5
1907,917,914,5
1908,918,914,5
1909,919,914,5
1910,920,914,5
1911,921,914,5
1912,922,914,5
1913,923,914,5
1914,924,914,5
1915,925,914,5
1920,941,914,5
1921,942,914,5
1922,943,914,5
1923,964,165,5
1924,965,165,0
1925,966,165,5
1926,967,165,0
1927,968,165,0
1928,969,168,0
1929,969,165,10
1930,970,165,10
1931,903,166,0
1932,914,167,0
1934,974,166,0
1935,976,166,0
1936,971,167,0
1938,973,167,0
1939,978,165,0
1940,978,164,0
1942,980,165,10
1943,981,165,5
1944,982,165,5
1945,982,981,0
1946,985,190,1
1947,985,1206,1
1948,986,190,1
1949,987,165,5
1950,988,164,5
1951,988,165,5
1952,989,165,5
1953,990,165,10
1954,685,518,10
1955,992,993,1
1957,998,165,0
1959,999,1000,10
1961,1003,165,5
1962,1002,165,10
1963,1004,165,0
1964,1005,992,10
1965,1005,356,10
1966,1005,497,10
1967,1005,316,10
1968,1006,992,0
1969,1007,165,0
1970,1008,164,0
1971,1008,168,0
1972,1009,170,3
1973,1009,171,3
1974,1010,170,6
1975,1010,171,6
1976,1011,164,5
1977,1011,165,10
1979,1012,171,0
1980,1012,170,0
1981,1012,165,0
1983,1013,340,0
1985,882,916,0
1986,843,858,0
1987,882,916,0
1988,882,916,0
1990,1015,165,10
1991,1015,170,10
1992,1015,171,10
1993,1016,167,0
1994,1016,166,8
1995,1015,1012,0
1996,1017,165,0
1997,1018,165,5
1998,1019,165,0
1999,1019,164,10
2000,1020,167,10
2001,1021,1020,0
2002,1022,1015,5
2003,1022,165,5
2004,1022,1012,5
2005,1025,1024,0
2008,1024,219,10
2009,1025,219,10
2010,1027,165,10
2011,1028,165,5
2012,1029,165,0
2013,1030,493,0
2014,1030,166,0
2015,1030,167,10
2016,692,691,10
2017,1031,167,0
2018,1031,166,0
2019,1031,1012,10
2020,1031,1015,5
2021,1032,1033,0
2025,1035,170,0
2026,1035,165,0
2027,1036,165,0
2028,1036,1015,10
2029,1037,1012,0
2030,1037,1015,10
2031,1037,165,10
2032,1038,234,0
2033,1038,233,0
2034,1040,171,10
2035,1040,170,10
2036,1040,167,0
2037,1040,166,0
2038,1041,1042,0
2042,1046,164,0
2043,1046,165,10
2044,1047,165,10
2045,1047,387,0
2046,1047,448,0
2047,1047,383,0
2048,1048,219,10
2049,1050,1051,0
2050,1049,1050,5
2051,1049,1051,5
2052,1048,1049,10
2053,1048,1050,10
2054,1048,1051,10
2055,808,171,10
2056,808,170,10
2057,807,171,10
2058,807,170,10
2059,1052,168,0
2060,1052,174,5
2061,1053,1001,0
2062,1054,171,10
2063,1054,170,10
2064,1054,165,0
2065,1055,1056,0
2066,1057,1040,0
2067,1057,166,0
2068,1057,171,10
2069,1057,170,10
2070,1058,165,10
2071,1058,168,0
2072,1059,1001,0
2073,1060,165,10
2074,1060,562,0
2075,1061,390,10
2076,1061,165,0
2077,805,562,0
2078,807,562,0
2079,1062,552,10
2080,552,778,10
2081,1062,167,5
2082,1062,166,5
2083,1065,165,10
2084,1066,165,5
2085,1067,165,0
2086,1064,165,0
2087,1068,165,5
2088,1069,165,10
2089,1070,165,10
2090,1071,165,5
2091,1072,165,0
2092,852,853,10
2093,1073,165,5
2094,1073,852,10
2095,1073,853,10
2096,1073,171,10
2097,1073,170,10
2098,1074,165,0
2099,1074,437,10
2100,1075,807,10
2101,1075,806,5
2102,1075,165,0
2103,1075,171,10
2104,1075,170,10
2105,1076,808,10
2106,1076,805,5
2107,1076,165,0
2108,1076,171,10
2109,1076,170,10
2110,1048,1077,10
2111,1078,168,0
2112,1078,165,10
2113,1079,165,0
2114,1057,167,0
2116,1081,1002,0
2117,1082,165,0
2118,1082,367,5
2121,1084,165,0
2122,1085,165,5
2123,1086,165,10
2132,1097,1098,0
2133,1099,165,5
2134,1099,763,10
2136,1101,1100,0
2138,1102,1103,1
2139,1104,165,0
2140,1104,692,10
2141,1104,691,10
2142,234,763,10
2143,1105,165,0
2144,1105,170,0
2145,1106,1107,0
2146,1106,165,0
2147,1108,165,0
2148,1108,171,0
2149,1108,170,0
2150,1109,174,5
2151,1109,168,0
2152,1110,165,0
2154,1111,548,0
2155,1112,691,10
2156,1112,170,0
2157,1112,692,10
2158,1112,165,0
2159,1113,170,0
2160,1115,165,0
2161,1116,165,5
2162,1117,165,10
2163,1112,916,0
2166,657,608,0
2167,1118,657,0
2168,623,622,10
2169,1119,165,0
2170,1120,166,0
2171,1120,167,0
2172,567,307,0
2173,1121,171,0
2174,1121,170,0
2175,1121,165,0
2176,1122,166,0
2177,1122,167,0
2178,1123,166,0
2179,1123,167,0
2180,1124,166,0
2181,1124,167,0
2182,1125,166,10
2183,1125,167,10
2184,1125,1124,0
2185,1125,1123,0
2187,1125,709,0
2188,1125,390,0
2189,1125,233,0
2191,1126,166,10
2192,1126,167,10
2193,1126,1122,0
2194,1126,1124,0
2195,1126,1123,0
2196,1126,709,0
2197,1126,390,0
2198,1126,233,0
2199,1127,166,10
2200,1127,167,10
2202,1127,1124,0
2203,1127,1122,0
2204,1127,709,0
2205,1127,390,0
2206,1127,233,0
2207,1125,1120,0
2208,1127,1120,0
2209,1128,165,0
2210,1066,541,10
2211,1066,845,10
2212,845,541,10
2213,1129,165,10
2214,1129,233,0
2215,1130,390,0
2216,1131,165,0
2217,1132,165,10
2218,1132,164,5
2220,1134,1133,0
2221,1133,280,10
2222,1133,263,10
2223,1135,165,0
2224,1136,691,10
2225,1136,170,0
2226,1136,692,10
2227,1136,165,0
2229,709,998,9
2230,1138,165,0
2231,1139,165,5
2232,1140,165,10
2233,1141,165,0
2234,1143,165,0
2235,1144,1145,0
2236,1146,165,0
2237,1146,1007,10
2238,1144,170,0
2241,1148,1007,5
2242,1148,1146,5
2243,1149,165,0
2244,1150,165,10
2245,1150,171,10
2246,1150,170,10
2247,1150,1149,0
2248,1150,562,0
2249,1151,165,0
2250,1151,171,0
2251,1151,170,0
2252,1152,165,0
2253,1152,171,0
2254,1152,170,0
2255,1152,360,0
2256,1150,1151,0
2257,1150,1152,0
2258,1150,1067,0
2259,1154,167,10
2260,1154,513,0
2261,1154,171,10
2262,1154,170,0
2263,1154,166,0
2264,1155,165,0
2265,1156,167,10
2266,1156,170,0
2267,1157,165,0
2268,1158,165,0
2269,1159,1125,10
2270,1160,1125,10
2271,1161,165,0
2272,1163,165,0
2273,1164,165,5
2274,1165,165,10
2275,1166,165,10
2276,1166,977,0
2277,1126,1125,10
2278,1167,1125,10
2279,1167,1127,10
2280,1168,1125,10
2281,1168,1127,10
2282,1168,1126,10
2283,1167,1126,10
2284,1169,1120,10
2285,1169,1125,10
2287,1170,165,10
2288,1170,233,0
2289,1171,165,0
2290,1172,165,10
2292,1084,1086,0
2293,1086,164,10
2294,1084,164,10
2295,1085,164,10
2296,390,987,10
2297,1175,1174,0
2304,1176,165,5
2305,1177,170,5
2306,1178,171,5
2308,1180,1179,10
2309,1179,165,0
2310,1180,165,0
2311,1181,168,5
2312,1181,169,5
2313,1182,165,5
2314,1183,537,0
2315,1184,165,10
2316,1184,1185,0
2317,1185,165,10
2319,1187,164,0
2320,1187,165,0
2322,327,287,0
2323,1189,1188,10
2324,327,181,0
2325,1008,475,0
2326,1191,165,5
2327,1192,165,10
2328,1193,165,5
2329,1194,165,0
2330,1195,165,0
2331,1196,166,9
2332,1197,171,0
2333,171,1196,10
2334,1197,165,0
2335,508,170,10
2336,1197,1196,0
2337,874,174,5
2338,875,174,5
2339,874,186,5
2340,875,186,5
2341,1199,171,6
2342,1199,170,6
2343,962,960,10
2345,779,1006,0
2346,1067,1066,10
2348,1064,1067,10
2349,1200,165,0
2350,1041,536,10
2351,1201,544,10
2352,1204,165,10
2354,1205,165,0
2355,1205,1204,0
2356,1206,165,5
2357,1207,165,5
2358,1207,985,0
2359,1207,1206,0
2360,1207,986,0
2361,1206,170,5
2362,1208,165,5
2363,1208,219,10
2364,954,957,10
2365,1209,165,0
2366,1210,165,0
2367,1211,165,0
2368,1216,1215,0
2369,1216,1213,5
2370,1216,1214,10
2371,1216,165,0
2372,1215,1214,5
2373,1215,1213,10
2374,1215,165,0
2375,1214,1213,0
2376,1214,165,0
2377,1214,1217,0
2378,1217,165,10
2379,1213,165,0
2380,1219,1218,10
2381,1221,1220,10
2382,1222,165,3
2383,1222,315,0
2385,1224,1206,10
2386,1225,166,0
2387,1225,167,0
2388,1225,1226,10
2389,1226,166,5
2390,1226,167,5
2393,797,260,0
2394,1227,849,10
2395,1227,165,0
2397,714,260,0
2398,763,260,0
2399,1228,165,0
2400,1229,165,0
2401,1228,260,0
2402,1229,260,0
2403,1008,977,0
2404,1230,165,10
2406,1230,475,0
2407,1230,977,0
2408,1230,164,0
2409,1231,165,5
2410,1231,174,0
2411,1232,165,0
2412,1232,1148,5
2413,1233,165,5
2415,1236,167,5
2416,759,170,10
2417,1236,170,10
2418,1237,691,10
2419,1237,170,0
2420,1237,171,0
2421,1237,165,0
2422,1237,920,0
2423,1237,920,8
2424,1237,920,9
2425,1237,907,0
2426,1237,907,8
2427,1237,907,9
2428,1238,229,10
2429,1238,225,10
2430,1238,165,0
2437,1238,909,0
2438,1238,922,0
2439,1239,165,0
2440,1239,909,0
2441,1239,922,0
2442,1240,165,0
2443,1240,907,0
2444,1240,920,0
2445,170,195,0
2446,189,195,0
2447,613,609,0
2448,861,609,0
2452,821,905,0
2453,821,919,0
2454,669,609,0
2455,233,609,0
2456,234,609,0
2457,171,916,0
2458,248,916,0
2459,709,916,0
2460,1136,916,0
2462,1179,533,0
2463,1180,533,0
2464,740,533,0
2465,1197,533,0
2467,874,905,0
2468,874,919,0
2469,875,905,0
2470,875,919,0
2471,171,919,0
2472,170,905,0
2473,1241,165,10
2474,541,609,0
2475,1066,609,0
2476,1243,165,0
2477,1243,168,0
2478,1243,1244,2
2479,1243,1230,0
2480,1244,1243,0
2481,1244,165,1
2482,1244,1230,1
2483,1245,172,5
2484,1245,165,0
2485,1246,165,0
2486,1247,165,10
2487,1247,1245,0
2488,1247,1246,0
2489,1248,179,10
2490,1200,287,10
2491,1081,287,10
2492,1059,287,10
